Date,Close,High,Low,Open,Volume,ticker
2021-10-05,20.67012596130371,20.67012596130371,20.665998408542528,20.665998408542528,4000000,UBND
2021-10-06,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-07,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-08,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-11,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-12,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-13,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-14,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-15,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-18,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-19,20.67012596130371,20.67012596130371,20.67012596130371,20.67012596130371,0,UBND
2021-10-20,20.550405502319336,20.575175542135792,20.550405502319336,20.575175542135792,1000000,UBND
2021-10-21,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-22,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-25,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-26,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-27,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-28,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-10-29,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-11-01,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-11-02,20.550405502319336,20.550405502319336,20.550405502319336,20.550405502319336,0,UBND
2021-11-03,20.60819435119629,20.616451028596632,20.60819435119629,20.616451028596632,1018500,UBND
2021-11-04,20.60819435119629,20.60819435119629,20.60819435119629,20.60819435119629,0,UBND
2021-11-05,20.60819435119629,20.60819435119629,20.60819435119629,20.60819435119629,100,UBND
2021-11-08,20.620586395263672,20.620586395263672,20.620586395263672,20.620586395263672,0,UBND
2021-11-09,20.620586395263672,20.620586395263672,20.620586395263672,20.620586395263672,0,UBND
2021-11-10,20.620586395263672,20.620586395263672,20.620586395263672,20.620586395263672,0,UBND
2021-11-11,20.620586395263672,20.620586395263672,20.620586395263672,20.620586395263672,0,UBND
2021-11-12,20.620586395263672,20.620586395263672,20.620586395263672,20.620586395263672,0,UBND
2021-11-15,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,1296000,UBND
2021-11-16,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,0,UBND
2021-11-17,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,0,UBND
2021-11-18,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,0,UBND
2021-11-19,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,0,UBND
2021-11-22,20.604061126708984,20.604061126708984,20.604061126708984,20.604061126708984,0,UBND
2021-11-23,20.46610450744629,20.46610450744629,20.447102567125036,20.447102567125036,1000,UBND
2021-11-24,20.46610450744629,20.46610450744629,20.46610450744629,20.46610450744629,0,UBND
2021-11-26,20.597455978393555,20.597455978393555,20.595804595262393,20.595804595262393,200,UBND
2021-11-29,20.597455978393555,20.597455978393555,20.597455978393555,20.597455978393555,0,UBND
2021-11-30,20.597455978393555,20.597455978393555,20.597455978393555,20.597455978393555,0,UBND
2021-12-01,20.597455978393555,20.597455978393555,20.597455978393555,20.597455978393555,0,UBND
