Date,Close,High,Low,Open,Volume,ticker
2021-10-29,390.0,391.20001220703125,389.20001220703125,389.6000061035156,155,AMOD
2021-11-01,390.3999938964844,390.79998779296875,388.3999938964844,390.0,253,AMOD
2021-11-02,390.0,392.0,388.79998779296875,390.3999938964844,540,AMOD
2021-11-03,390.3999938964844,396.0,388.3999938964844,390.0,3335,AMOD
2021-11-04,390.0,390.3999938964844,390.0,390.0,16243,AMOD
2021-11-05,390.0,390.79998779296875,389.6000061035156,390.79998779296875,1345,AMOD
2021-11-08,390.79998779296875,390.79998779296875,389.6000061035156,390.79998779296875,498,AMOD
2021-11-09,390.0,400.0,390.0,400.0,110,AMOD
2021-11-10,390.3999938964844,391.20001220703125,389.6000061035156,389.6000061035156,153,AMOD
2021-11-11,390.0,390.0,390.0,390.0,3,AMOD
2021-11-12,390.79998779296875,390.79998779296875,390.3999938964844,390.3999938964844,283,AMOD
2021-11-15,390.79998779296875,390.79998779296875,389.6000061035156,389.6000061035156,433,AMOD
2021-11-16,391.20001220703125,391.20001220703125,390.79998779296875,390.79998779296875,23,AMOD
2021-11-17,391.6000061035156,391.6000061035156,388.3999938964844,388.3999938964844,1323,AMOD
2021-11-18,391.6000061035156,391.6000061035156,388.3999938964844,388.3999938964844,2648,AMOD
2021-11-19,391.20001220703125,391.20001220703125,388.79998779296875,388.79998779296875,553,AMOD
2021-11-22,392.3999938964844,392.3999938964844,390.79998779296875,391.20001220703125,6993,AMOD
2021-11-23,392.3999938964844,392.3999938964844,392.3999938964844,392.3999938964844,0,AMOD
2021-11-24,391.20001220703125,391.20001220703125,390.0,390.0,3378,AMOD
2021-11-26,390.0,390.0,390.0,390.0,5,AMOD
2021-11-29,391.20001220703125,392.0,390.3999938964844,392.0,20,AMOD
2021-11-30,390.79998779296875,390.79998779296875,390.79998779296875,390.79998779296875,4060,AMOD
2021-12-01,391.20001220703125,391.20001220703125,390.0,390.0,125,AMOD
2021-12-02,391.20001220703125,391.20001220703125,390.79998779296875,390.79998779296875,525,AMOD
2021-12-03,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,0,AMOD
2021-12-06,390.79998779296875,394.0,390.3999938964844,394.0,1260,AMOD
2021-12-07,390.79998779296875,390.79998779296875,390.79998779296875,390.79998779296875,750,AMOD
2021-12-08,390.79998779296875,396.79998779296875,389.6000061035156,394.0,790,AMOD
2021-12-09,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,9340,AMOD
2021-12-10,391.20001220703125,391.20001220703125,389.6000061035156,389.6000061035156,43,AMOD
2021-12-13,390.0400085449219,390.0400085449219,390.0400085449219,390.0400085449219,3,AMOD
2021-12-14,390.0,390.0,389.20001220703125,389.20001220703125,913,AMOD
2021-12-15,390.0,390.0,390.0,390.0,505,AMOD
2021-12-16,390.0,390.0,390.0,390.0,398,AMOD
2021-12-17,390.0,390.0,390.0,390.0,0,AMOD
2021-12-20,390.0,390.0,390.0,390.0,0,AMOD
2021-12-21,391.3999938964844,391.3999938964844,390.0,390.0,25,AMOD
2021-12-22,390.0,390.0,388.20001220703125,388.20001220703125,35,AMOD
2021-12-23,390.0,390.0,390.0,390.0,0,AMOD
2021-12-27,390.0,390.0,390.0,390.0,8,AMOD
2021-12-28,391.6000061035156,391.6000061035156,390.0,390.0,5,AMOD
2021-12-29,390.3999938964844,390.3999938964844,388.79998779296875,388.79998779296875,28,AMOD
2021-12-30,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2021-12-31,390.6000061035156,390.79998779296875,389.6000061035156,389.6000061035156,73,AMOD
2022-01-03,390.3999938964844,395.0,390.3999938964844,395.0,950,AMOD
2022-01-04,390.0,394.0,390.0,392.0,125,AMOD
2022-01-05,390.0,390.0,390.0,390.0,138,AMOD
2022-01-06,390.0,390.0,390.0,390.0,18,AMOD
2022-01-07,391.20001220703125,391.20001220703125,390.0,390.0,15,AMOD
2022-01-10,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,0,AMOD
2022-01-11,390.0,390.0,389.6000061035156,390.0,11265,AMOD
2022-01-12,390.0,390.0,390.0,390.0,0,AMOD
2022-01-13,390.0,390.0,390.0,390.0,0,AMOD
2022-01-14,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,2500,AMOD
2022-01-18,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,3,AMOD
2022-01-19,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,8,AMOD
2022-01-20,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,770,AMOD
2022-01-21,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,0,AMOD
2022-01-24,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,13,AMOD
2022-01-25,388.79998779296875,388.79998779296875,388.3999938964844,388.79998779296875,6205,AMOD
2022-01-26,388.79998779296875,388.79998779296875,388.79998779296875,388.79998779296875,60,AMOD
2022-01-27,387.6000061035156,389.0,387.6000061035156,388.79998779296875,2963,AMOD
2022-01-28,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,3,AMOD
2022-01-31,388.3999938964844,388.3999938964844,388.3999938964844,388.3999938964844,1390,AMOD
2022-02-01,388.3999938964844,388.3999938964844,388.3999938964844,388.3999938964844,0,AMOD
2022-02-02,389.20001220703125,389.20001220703125,389.20001220703125,389.20001220703125,5000,AMOD
2022-02-03,389.20001220703125,389.3999938964844,389.20001220703125,389.20001220703125,833,AMOD
2022-02-04,389.20001220703125,389.20001220703125,389.20001220703125,389.20001220703125,0,AMOD
2022-02-07,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,3515,AMOD
2022-02-08,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,0,AMOD
2022-02-09,389.6000061035156,389.6000061035156,389.6000061035156,389.6000061035156,0,AMOD
2022-02-10,390.3999938964844,390.3999938964844,390.0,390.0,12505,AMOD
2022-02-11,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-14,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-15,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-16,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-17,390.79998779296875,390.79998779296875,390.79998779296875,390.79998779296875,23,AMOD
2022-02-18,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,60,AMOD
2022-02-22,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-23,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-24,390.3999938964844,390.3999938964844,390.3999938964844,390.3999938964844,0,AMOD
2022-02-25,390.79998779296875,391.20001220703125,390.79998779296875,391.20001220703125,50,AMOD
2022-02-28,390.3999938964844,390.79998779296875,390.0,390.79998779296875,88,AMOD
2022-03-01,392.0,392.0,390.3999938964844,390.79998779296875,60,AMOD
2022-03-02,391.20001220703125,391.20001220703125,389.6000061035156,390.6000061035156,1090,AMOD
2022-03-03,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,15,AMOD
2022-03-04,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,775,AMOD
2022-03-07,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,0,AMOD
2022-03-08,391.20001220703125,391.20001220703125,391.20001220703125,391.20001220703125,0,AMOD
2022-03-09,394.0,394.0,394.0,394.0,3,AMOD
2022-03-10,394.0,394.0,394.0,394.0,0,AMOD
2022-03-11,392.0,392.0,392.0,392.0,5,AMOD
2022-03-14,392.0,392.0,392.0,392.0,0,AMOD
2022-03-15,392.0,392.0,392.0,392.0,0,AMOD
2022-03-16,392.0,392.0,392.0,392.0,0,AMOD
2022-03-17,392.0,392.0,392.0,392.0,3,AMOD
2022-03-18,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,20,AMOD
2022-03-21,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,0,AMOD
2022-03-22,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,0,AMOD
2022-03-23,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,0,AMOD
2022-03-24,390.79998779296875,391.20001220703125,390.3999938964844,391.20001220703125,1658,AMOD
2022-03-25,391.20001220703125,391.6000061035156,391.0,391.20001220703125,838,AMOD
2022-03-28,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,73,AMOD
2022-03-29,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,193,AMOD
2022-03-30,391.6000061035156,391.6000061035156,391.6000061035156,391.6000061035156,0,AMOD
2022-03-31,392.0,392.0,392.0,392.0,75,AMOD
2022-04-01,392.3999938964844,392.3999938964844,392.0,392.0,68,AMOD
2022-04-04,393.6000061035156,393.6000061035156,392.0,392.0,140,AMOD
2022-04-05,393.6000061035156,393.6000061035156,393.6000061035156,393.6000061035156,40,AMOD
2022-04-06,392.0,392.0,392.0,392.0,5,AMOD
2022-04-07,392.0,392.79998779296875,392.0,392.0,495,AMOD
2022-04-08,392.0,392.0,392.0,392.0,0,AMOD
2022-04-11,392.0,392.0,392.0,392.0,0,AMOD
2022-04-12,392.0,392.0,392.0,392.0,0,AMOD
2022-04-13,392.0,392.0,392.0,392.0,0,AMOD
2022-04-14,393.6000061035156,393.6000061035156,393.6000061035156,393.6000061035156,83,AMOD
2022-04-18,393.6000061035156,393.6000061035156,393.6000061035156,393.6000061035156,0,AMOD
