ticker,signal,horizon,corr,pval,n,significant
CRWD,volume_surge,2,-0.0006,0.9668,4188,False
CRWD,volume_surge,3,0.0236,0.1264,4187,False
CRWD,volume_surge,5,0.0102,0.5081,4182,False
CRWD,volume_surge,7,-0.0131,0.3966,4180,False
DDOG,norm_sentiment,1,0.0049,0.9441,207,False
DDOG,norm_sentiment,2,0.001,0.9871,279,False
DDOG,norm_sentiment,3,0.0121,0.8401,279,False
DDOG,norm_sentiment,5,-0.0725,0.2281,278,False
DDOG,norm_sentiment,7,-0.0468,0.4367,278,False
DDOG,sent_roll_3d,1,0.0444,0.2992,548,False
DDOG,sent_roll_3d,2,-0.0114,0.7557,746,False
DDOG,sent_roll_3d,3,-0.0235,0.5212,745,False
DDOG,sent_roll_3d,5,-0.0211,0.5652,743,False
DDOG,sent_roll_3d,7,-0.0429,0.2426,743,False
DDOG,sent_roll_5d,1,0.0169,0.6197,866,False
DDOG,sent_roll_5d,2,-0.0397,0.1719,1183,False
DDOG,sent_roll_5d,3,-0.0391,0.1786,1182,False
DDOG,sent_roll_5d,5,-0.0039,0.893,1180,False
DDOG,sent_roll_5d,7,-0.0452,0.121,1180,False
DDOG,sent_roll_7d,1,-0.0099,0.7378,1155,False
DDOG,sent_roll_7d,2,-0.0311,0.2159,1587,False
DDOG,sent_roll_7d,3,-0.0337,0.1804,1586,False
DDOG,sent_roll_7d,5,-0.0083,0.7405,1584,False
DDOG,sent_roll_7d,7,-0.0441,0.079,1584,False
DDOG,sent_momentum,1,0.0414,0.5543,206,False
DDOG,sent_momentum,2,0.0215,0.7388,243,False
DDOG,sent_momentum,3,0.0504,0.4344,243,False
DDOG,sent_momentum,5,0.0436,0.4986,243,False
DDOG,sent_momentum,7,-0.0196,0.7613,243,False
DDOG,volume_surge,1,0.0016,0.9372,2471,False
DDOG,volume_surge,2,0.007,0.6505,4188,False
DDOG,volume_surge,3,0.0097,0.5295,4187,False
DDOG,volume_surge,5,0.007,0.6531,4182,False
DDOG,volume_surge,7,0.0074,0.6342,4180,False
GOOGL,norm_sentiment,1,0.0319,0.1421,2123,False
GOOGL,norm_sentiment,2,-0.0099,0.6495,2123,False
GOOGL,norm_sentiment,3,0.0224,0.3022,2123,False
GOOGL,norm_sentiment,5,-0.0086,0.6932,2121,False
GOOGL,norm_sentiment,7,0.0082,0.7053,2121,False
GOOGL,sent_roll_3d,1,0.0344,0.0505,3227,False
GOOGL,sent_roll_3d,2,0.0155,0.3782,3227,False
GOOGL,sent_roll_3d,3,0.0259,0.1418,3226,False
GOOGL,sent_roll_3d,5,0.0004,0.9837,3223,False
GOOGL,sent_roll_3d,7,0.0402,0.0225,3222,True
GOOGL,sent_roll_5d,1,0.0705,0.0,4144,True
GOOGL,sent_roll_5d,2,-0.0089,0.5665,4143,False
GOOGL,sent_roll_5d,3,0.0132,0.396,4142,False
GOOGL,sent_roll_5d,5,-0.0024,0.8795,4138,False
GOOGL,sent_roll_5d,7,0.0131,0.3995,4136,False
GOOGL,sent_roll_7d,1,0.0458,0.003,4189,True
GOOGL,sent_roll_7d,2,-0.0079,0.6087,4188,False
GOOGL,sent_roll_7d,3,0.0204,0.1862,4187,False
GOOGL,sent_roll_7d,5,0.0063,0.685,4182,False
GOOGL,sent_roll_7d,7,-0.0045,0.7693,4180,False
GOOGL,sent_momentum,1,0.04,0.0296,2962,True
GOOGL,sent_momentum,2,-0.0149,0.4174,2962,False
GOOGL,sent_momentum,3,0.0219,0.2327,2961,False
GOOGL,sent_momentum,5,0.0024,0.8959,2958,False
GOOGL,sent_momentum,7,0.0282,0.125,2957,False
GOOGL,volume_surge,1,0.0201,0.1937,4189,False
GOOGL,volume_surge,2,0.0292,0.0587,4188,False
GOOGL,volume_surge,3,-0.0016,0.9151,4187,False
GOOGL,volume_surge,5,0.0016,0.9165,4182,False
GOOGL,volume_surge,7,0.0207,0.1807,4180,False
INTC,norm_sentiment,1,0.0403,0.0846,1833,False
INTC,norm_sentiment,2,-0.0097,0.6779,1833,False
INTC,norm_sentiment,3,0.0197,0.3999,1833,False
INTC,norm_sentiment,5,0.0083,0.7225,1831,False
INTC,norm_sentiment,7,-0.0326,0.1629,1831,False
INTC,sent_roll_3d,1,0.0123,0.4997,3009,False
INTC,sent_roll_3d,2,0.0088,0.6306,3009,False
INTC,sent_roll_3d,3,0.0087,0.6324,3008,False
INTC,sent_roll_3d,5,0.0278,0.1271,3005,False
INTC,sent_roll_3d,7,0.0092,0.6138,3004,False
INTC,sent_roll_5d,1,-0.001,0.9511,4003,False
INTC,sent_roll_5d,2,-0.0078,0.6223,4002,False
INTC,sent_roll_5d,3,0.0122,0.4387,4001,False
INTC,sent_roll_5d,5,0.0256,0.1059,3997,False
INTC,sent_roll_5d,7,-0.0036,0.8183,3995,False
INTC,sent_roll_7d,1,0.0103,0.5072,4186,False
INTC,sent_roll_7d,2,0.0028,0.8584,4185,False
INTC,sent_roll_7d,3,0.0008,0.9588,4184,False
INTC,sent_roll_7d,5,0.023,0.1366,4179,False
INTC,sent_roll_7d,7,-0.0041,0.7933,4177,False
INTC,sent_momentum,1,-0.0082,0.6728,2625,False
INTC,sent_momentum,2,-0.019,0.3299,2625,False
INTC,sent_momentum,3,-0.0146,0.4545,2624,False
INTC,sent_momentum,5,0.0187,0.3394,2621,False
INTC,sent_momentum,7,-0.0087,0.6547,2620,False
INTC,volume_surge,1,0.016,0.3011,4189,False
INTC,volume_surge,2,0.007,0.649,4188,False
INTC,volume_surge,3,-0.0285,0.0648,4187,False
INTC,volume_surge,5,0.0193,0.2112,4182,False
INTC,volume_surge,7,0.0103,0.506,4180,False
MDB,norm_sentiment,1,0.0269,0.6883,225,False
MDB,norm_sentiment,2,-0.0458,0.356,409,False
MDB,norm_sentiment,3,-0.0699,0.1582,409,False
MDB,norm_sentiment,5,-0.0038,0.9394,409,False
MDB,norm_sentiment,7,0.0307,0.5362,409,False
MDB,sent_roll_3d,1,-0.0707,0.0826,603,False
MDB,sent_roll_3d,2,-0.0533,0.0861,1037,False
MDB,sent_roll_3d,3,-0.0355,0.2535,1037,False
MDB,sent_roll_3d,5,-0.0173,0.5768,1037,False
MDB,sent_roll_3d,7,0.065,0.0364,1036,True
MDB,sent_roll_5d,1,-0.0652,0.0428,965,True
MDB,sent_roll_5d,2,-0.0368,0.1403,1608,False
MDB,sent_roll_5d,3,-0.0421,0.0918,1608,False
MDB,sent_roll_5d,5,0.0232,0.3526,1607,False
MDB,sent_roll_5d,7,0.0453,0.0696,1605,False
MDB,sent_roll_7d,1,-0.0521,0.061,1293,False
MDB,sent_roll_7d,2,-0.0324,0.1394,2082,False
MDB,sent_roll_7d,3,-0.0298,0.1744,2082,False
MDB,sent_roll_7d,5,0.0224,0.3068,2079,False
MDB,sent_roll_7d,7,0.0506,0.021,2077,True
MDB,sent_momentum,1,-0.0927,0.2107,184,False
MDB,sent_momentum,2,-0.0965,0.0528,403,False
MDB,sent_momentum,3,-0.0479,0.3378,403,False
MDB,sent_momentum,5,0.0418,0.4028,403,False
MDB,sent_momentum,7,0.0179,0.7201,403,False
MDB,volume_surge,1,-0.0013,0.9402,3171,False
MDB,volume_surge,2,0.0156,0.3115,4188,False
MDB,volume_surge,3,-0.0184,0.2351,4187,False
MDB,volume_surge,5,0.0438,0.0046,4182,True
MDB,volume_surge,7,-0.0099,0.5227,4180,False
META,norm_sentiment,1,0.0525,0.0163,2095,True
META,norm_sentiment,2,0.0046,0.8341,2095,False
META,norm_sentiment,3,0.0234,0.2835,2095,False
META,norm_sentiment,5,0.0005,0.9825,2093,False
META,norm_sentiment,7,0.0351,0.1089,2093,False
META,sent_roll_3d,1,0.0357,0.043,3206,True
META,sent_roll_3d,2,0.0204,0.2492,3206,False
META,sent_roll_3d,3,0.0209,0.2376,3205,False
META,sent_roll_3d,5,0.0178,0.314,3202,False
META,sent_roll_3d,7,0.0235,0.1842,3201,False
META,sent_roll_5d,1,0.0448,0.0039,4137,True
META,sent_roll_5d,2,0.0241,0.1205,4136,False
META,sent_roll_5d,3,0.0161,0.2999,4135,False
META,sent_roll_5d,5,0.0249,0.11,4131,False
META,sent_roll_5d,7,0.0302,0.0527,4129,False
META,sent_roll_7d,1,0.0337,0.029,4189,True
META,sent_roll_7d,2,0.0244,0.1142,4188,False
META,sent_roll_7d,3,0.0252,0.1033,4187,False
META,sent_roll_7d,5,0.0295,0.0565,4182,False
META,sent_roll_7d,7,0.0285,0.0651,4180,False
META,sent_momentum,1,0.0204,0.2696,2932,False
META,sent_momentum,2,0.0111,0.5494,2932,False
META,sent_momentum,3,-0.0042,0.8184,2931,False
META,sent_momentum,5,-0.0134,0.468,2928,False
META,sent_momentum,7,-0.0077,0.6788,2927,False
META,volume_surge,1,0.0267,0.0841,4189,False
META,volume_surge,2,0.0143,0.3557,4188,False
META,volume_surge,3,-0.0003,0.9845,4187,False
META,volume_surge,5,0.0116,0.4514,4182,False
META,volume_surge,7,0.0197,0.2034,4180,False
MSFT,norm_sentiment,1,0.0318,0.1454,2102,False
MSFT,norm_sentiment,2,0.057,0.009,2102,True
MSFT,norm_sentiment,3,-0.0105,0.6315,2102,False
MSFT,norm_sentiment,5,0.0171,0.4334,2100,False
MSFT,norm_sentiment,7,-0.0101,0.645,2100,False
MSFT,sent_roll_3d,1,0.028,0.1121,3211,False
MSFT,sent_roll_3d,2,0.0334,0.0583,3211,False
MSFT,sent_roll_3d,3,-0.0162,0.3578,3210,False
MSFT,sent_roll_3d,5,0.004,0.8203,3207,False
MSFT,sent_roll_3d,7,0.0148,0.4035,3206,False
MSFT,sent_roll_5d,1,0.0206,0.1838,4147,False
MSFT,sent_roll_5d,2,0.0252,0.1043,4146,False
MSFT,sent_roll_5d,3,0.0017,0.9135,4145,False
MSFT,sent_roll_5d,5,-0.0009,0.9519,4141,False
MSFT,sent_roll_5d,7,0.0024,0.8783,4139,False
MSFT,sent_roll_7d,1,0.0181,0.2426,4189,False
MSFT,sent_roll_7d,2,0.0165,0.2862,4188,False
MSFT,sent_roll_7d,3,-0.001,0.9463,4187,False
MSFT,sent_roll_7d,5,0.0061,0.6926,4182,False
MSFT,sent_roll_7d,7,0.0161,0.2983,4180,False
MSFT,sent_momentum,1,0.0326,0.0768,2939,False
MSFT,sent_momentum,2,0.0038,0.8353,2939,False
MSFT,sent_momentum,3,-0.0149,0.4198,2938,False
MSFT,sent_momentum,5,-0.0058,0.7546,2935,False
MSFT,sent_momentum,7,0.0333,0.0717,2934,False
MSFT,volume_surge,1,0.0307,0.0468,4189,True
MSFT,volume_surge,2,0.0166,0.2825,4188,False
MSFT,volume_surge,3,-0.0357,0.0211,4187,True
MSFT,volume_surge,5,0.0029,0.8521,4182,False
MSFT,volume_surge,7,0.0146,0.346,4180,False
NFLX,norm_sentiment,1,-0.0224,0.506,882,False
NFLX,norm_sentiment,2,-0.0078,0.8172,882,False
NFLX,norm_sentiment,3,-0.0009,0.9798,882,False
NFLX,norm_sentiment,5,0.0539,0.11,881,False
NFLX,norm_sentiment,7,0.0427,0.2053,881,False
NFLX,sent_roll_3d,1,-0.0202,0.3723,1960,False
NFLX,sent_roll_3d,2,0.0125,0.5789,1960,False
NFLX,sent_roll_3d,3,0.0374,0.0983,1959,False
NFLX,sent_roll_3d,5,0.0344,0.1286,1957,False
NFLX,sent_roll_3d,7,0.0168,0.4588,1957,False
NFLX,sent_roll_5d,1,-0.0084,0.6512,2867,False
NFLX,sent_roll_5d,2,0.0136,0.4669,2866,False
NFLX,sent_roll_5d,3,0.0234,0.2106,2865,False
NFLX,sent_roll_5d,5,0.0194,0.2987,2863,False
NFLX,sent_roll_5d,7,0.0192,0.3049,2863,False
NFLX,sent_roll_7d,1,0.0046,0.7886,3457,False
NFLX,sent_roll_7d,2,0.0166,0.3299,3456,False
NFLX,sent_roll_7d,3,0.0291,0.0877,3455,False
NFLX,sent_roll_7d,5,0.0108,0.527,3453,False
NFLX,sent_roll_7d,7,0.0143,0.3994,3453,False
NFLX,sent_momentum,1,-0.0339,0.2423,1193,False
NFLX,sent_momentum,2,0.018,0.5353,1193,False
NFLX,sent_momentum,3,0.0104,0.7186,1193,False
NFLX,sent_momentum,5,0.0375,0.1954,1193,False
NFLX,sent_momentum,7,0.0055,0.8503,1193,False
NFLX,volume_surge,1,-0.0172,0.265,4189,False
NFLX,volume_surge,2,0.0225,0.1456,4188,False
NFLX,volume_surge,3,-0.009,0.56,4187,False
NFLX,volume_surge,5,-0.0139,0.3698,4182,False
NFLX,volume_surge,7,0.0128,0.4087,4180,False
NOW,norm_sentiment,1,0.0295,0.1937,1947,False
NOW,norm_sentiment,2,0.0178,0.4329,1947,False
NOW,norm_sentiment,3,-0.011,0.6276,1947,False
NOW,norm_sentiment,5,0.002,0.9314,1945,False
NOW,norm_sentiment,7,0.017,0.4545,1945,False
NOW,sent_roll_3d,1,0.0179,0.3203,3100,False
NOW,sent_roll_3d,2,0.0145,0.4189,3100,False
NOW,sent_roll_3d,3,0.0126,0.4832,3099,False
NOW,sent_roll_3d,5,0.0083,0.6447,3096,False
NOW,sent_roll_3d,7,-0.0104,0.563,3095,False
NOW,sent_roll_5d,1,0.0352,0.0246,4085,True
NOW,sent_roll_5d,2,0.0123,0.4336,4084,False
NOW,sent_roll_5d,3,0.0066,0.6743,4083,False
NOW,sent_roll_5d,5,-0.0026,0.869,4079,False
NOW,sent_roll_5d,7,-0.0091,0.5594,4077,False
NOW,sent_roll_7d,1,0.0259,0.0937,4189,False
NOW,sent_roll_7d,2,0.0203,0.1899,4188,False
NOW,sent_roll_7d,3,0.0081,0.5982,4187,False
NOW,sent_roll_7d,5,0.0048,0.7557,4182,False
NOW,sent_roll_7d,7,-0.0119,0.4427,4180,False
NOW,sent_momentum,1,0.022,0.2468,2771,False
NOW,sent_momentum,2,0.0282,0.1373,2771,False
NOW,sent_momentum,3,0.0247,0.1944,2770,False
NOW,sent_momentum,5,-0.0074,0.6963,2767,False
NOW,sent_momentum,7,0.0045,0.8114,2766,False
NOW,volume_surge,1,0.0254,0.1002,4189,False
NOW,volume_surge,2,-0.0025,0.8728,4188,False
NOW,volume_surge,3,-0.0193,0.2119,4187,False
NOW,volume_surge,5,0.0052,0.7388,4182,False
NOW,volume_surge,7,0.0034,0.8269,4180,False
NVDA,norm_sentiment,1,-0.0082,0.7606,1382,False
NVDA,norm_sentiment,2,0.0656,0.0147,1382,True
NVDA,norm_sentiment,3,0.0371,0.1676,1382,False
NVDA,norm_sentiment,5,-0.021,0.4361,1380,False
NVDA,norm_sentiment,7,-0.0304,0.2596,1380,False
NVDA,sent_roll_3d,1,0.0116,0.5534,2598,False
NVDA,sent_roll_3d,2,0.0667,0.0007,2598,True
NVDA,sent_roll_3d,3,0.0182,0.3535,2597,False
NVDA,sent_roll_3d,5,-0.0287,0.1439,2594,False
NVDA,sent_roll_3d,7,-0.0099,0.6133,2593,False
NVDA,sent_roll_5d,1,0.0349,0.0355,3624,True
NVDA,sent_roll_5d,2,0.0392,0.0182,3623,True
NVDA,sent_roll_5d,3,0.0024,0.8842,3622,False
NVDA,sent_roll_5d,5,-0.0071,0.6712,3618,False
NVDA,sent_roll_5d,7,-0.0292,0.0789,3616,False
NVDA,sent_roll_7d,1,0.0314,0.0468,4010,True
NVDA,sent_roll_7d,2,0.0089,0.5738,4009,False
NVDA,sent_roll_7d,3,0.002,0.8984,4008,False
NVDA,sent_roll_7d,5,-0.0138,0.3815,4003,False
NVDA,sent_roll_7d,7,-0.0128,0.4196,4001,False
NVDA,sent_momentum,1,-0.019,0.3956,2011,False
NVDA,sent_momentum,2,0.0542,0.0151,2011,True
NVDA,sent_momentum,3,0.0219,0.3262,2010,False
NVDA,sent_momentum,5,-0.0001,0.9975,2007,False
NVDA,sent_momentum,7,-0.0185,0.408,2006,False
NVDA,volume_surge,1,0.0062,0.6891,4189,False
NVDA,volume_surge,2,-0.007,0.6527,4188,False
NVDA,volume_surge,3,-0.0124,0.4212,4187,False
NVDA,volume_surge,5,0.0237,0.126,4182,False
NVDA,volume_surge,7,0.002,0.8961,4180,False
NVO,norm_sentiment,1,0.0101,0.9065,139,False
NVO,norm_sentiment,2,-0.0755,0.3768,139,False
NVO,norm_sentiment,3,-0.1038,0.2238,139,False
NVO,norm_sentiment,5,-0.105,0.2186,139,False
NVO,norm_sentiment,7,0.1367,0.1112,137,False
NVO,sent_roll_3d,1,0.0019,0.9713,354,False
NVO,sent_roll_3d,2,-0.0901,0.0907,354,False
NVO,sent_roll_3d,3,-0.1497,0.0048,354,True
NVO,sent_roll_3d,5,-0.0474,0.3753,352,False
NVO,sent_roll_3d,7,0.0578,0.2808,350,False
NVO,sent_roll_5d,1,-0.0546,0.1994,554,False
NVO,sent_roll_5d,2,-0.0812,0.0563,553,False
NVO,sent_roll_5d,3,-0.0924,0.0299,552,True
NVO,sent_roll_5d,5,0.0131,0.7595,550,False
NVO,sent_roll_5d,7,0.0304,0.4776,547,False
NVO,sent_roll_7d,1,-0.0456,0.2195,727,False
NVO,sent_roll_7d,2,-0.059,0.112,726,False
NVO,sent_roll_7d,3,-0.0612,0.0997,725,False
NVO,sent_roll_7d,5,0.0062,0.8676,723,False
NVO,sent_roll_7d,7,0.0223,0.5516,718,False
NVO,sent_momentum,1,-0.0066,0.9453,112,False
NVO,sent_momentum,2,-0.1412,0.1376,112,False
NVO,sent_momentum,3,-0.2792,0.0029,112,True
