ticker,signal,horizon,corr,pval,n,significant
CRM,sent_roll_5d,5,-0.0137,0.4554,2962,False
CRM,sent_roll_5d,7,0.0505,0.006,2960,True
CRM,sent_roll_7d,1,-0.0443,0.0085,3526,True
CRM,sent_roll_7d,2,-0.0487,0.0038,3526,True
CRM,sent_roll_7d,3,-0.0012,0.941,3526,False
CRM,sent_roll_7d,5,0.0027,0.8748,3523,False
CRM,sent_roll_7d,7,0.0321,0.0567,3521,False
CRM,sent_momentum,1,-0.0268,0.3257,1348,False
CRM,sent_momentum,2,-0.0253,0.3525,1348,False
CRM,sent_momentum,3,-0.0741,0.0065,1348,True
CRM,sent_momentum,5,0.0231,0.396,1348,False
CRM,sent_momentum,7,0.0304,0.2641,1348,False
CRM,volume_surge,1,-0.0288,0.0621,4189,False
CRM,volume_surge,2,-0.0041,0.7928,4188,False
CRM,volume_surge,3,-0.0099,0.5202,4187,False
CRM,volume_surge,5,0.0133,0.3891,4182,False
CRM,volume_surge,7,-0.02,0.195,4180,False
CRWD,norm_sentiment,1,0.1861,0.1737,55,False
CRWD,norm_sentiment,2,0.0012,0.9926,67,False
CRWD,norm_sentiment,3,0.079,0.5252,67,False
CRWD,norm_sentiment,5,0.2363,0.0542,67,False
CRWD,norm_sentiment,7,-0.0414,0.7391,67,False
CRWD,sent_roll_3d,1,0.0251,0.77,138,False
CRWD,sent_roll_3d,2,0.0505,0.5085,174,False
CRWD,sent_roll_3d,3,-0.0272,0.7218,174,False
CRWD,sent_roll_3d,5,0.1649,0.0297,174,True
CRWD,sent_roll_3d,7,-0.0885,0.2455,174,False
CRWD,sent_roll_5d,1,-0.0179,0.7922,218,False
CRWD,sent_roll_5d,2,0.0564,0.3485,278,False
CRWD,sent_roll_5d,3,0.0097,0.872,278,False
CRWD,sent_roll_5d,5,0.1203,0.045,278,True
CRWD,sent_roll_5d,7,-0.0977,0.1042,278,False
CRWD,sent_roll_7d,1,0.0268,0.6489,291,False
CRWD,sent_roll_7d,2,0.0766,0.139,375,False
CRWD,sent_roll_7d,3,0.0153,0.7673,375,False
CRWD,sent_roll_7d,5,0.0632,0.2221,375,False
CRWD,sent_roll_7d,7,-0.0452,0.3832,375,False
CRWD,sent_momentum,1,-0.1202,0.4982,34,False
CRWD,sent_momentum,2,0.0167,0.9243,35,False
CRWD,sent_momentum,3,-0.1981,0.2539,35,False
CRWD,sent_momentum,5,0.2357,0.1729,35,False
CRWD,sent_momentum,7,0.1771,0.3089,35,False
CRWD,volume_surge,1,-0.04,0.0427,2570,True
CRWD,volume_surge,2,-0.0006,0.9668,4188,False
CRWD,volume_surge,3,0.0236,0.1264,4187,False
CRWD,volume_surge,5,0.0102,0.5081,4182,False
CRWD,volume_surge,7,-0.0131,0.3966,4180,False
DDOG,norm_sentiment,1,-0.0134,0.8479,207,False
DDOG,norm_sentiment,2,-0.0267,0.6573,279,False
DDOG,norm_sentiment,3,0.0324,0.5896,279,False
DDOG,norm_sentiment,5,-0.0565,0.3477,278,False
DDOG,norm_sentiment,7,-0.0755,0.2098,278,False
DDOG,sent_roll_3d,1,0.0352,0.4105,548,False
DDOG,sent_roll_3d,2,-0.0179,0.6262,746,False
DDOG,sent_roll_3d,3,-0.0074,0.8409,745,False
DDOG,sent_roll_3d,5,-0.0264,0.4722,743,False
DDOG,sent_roll_3d,7,-0.0522,0.1554,743,False
DDOG,sent_roll_5d,1,0.0069,0.8401,866,False
DDOG,sent_roll_5d,2,-0.0333,0.2519,1183,False
DDOG,sent_roll_5d,3,-0.015,0.6061,1182,False
DDOG,sent_roll_5d,5,-0.017,0.5593,1180,False
DDOG,sent_roll_5d,7,-0.055,0.0588,1180,False
DDOG,sent_roll_7d,1,-0.0191,0.5175,1155,False
DDOG,sent_roll_7d,2,-0.019,0.4505,1587,False
DDOG,sent_roll_7d,3,-0.0273,0.2767,1586,False
DDOG,sent_roll_7d,5,-0.0174,0.4884,1584,False
DDOG,sent_roll_7d,7,-0.0561,0.0255,1584,True
DDOG,sent_momentum,1,0.0109,0.8761,206,False
DDOG,sent_momentum,2,0.0227,0.7247,243,False
DDOG,sent_momentum,3,0.1008,0.1169,243,False
DDOG,sent_momentum,5,0.0631,0.3272,243,False
DDOG,sent_momentum,7,-0.0519,0.4202,243,False
DDOG,volume_surge,1,0.0016,0.9372,2471,False
DDOG,volume_surge,2,0.007,0.6505,4188,False
DDOG,volume_surge,3,0.0097,0.5295,4187,False
DDOG,volume_surge,5,0.007,0.6531,4182,False
DDOG,volume_surge,7,0.0074,0.6342,4180,False
GOOGL,norm_sentiment,1,0.0302,0.1637,2123,False
GOOGL,norm_sentiment,2,0.0038,0.8623,2123,False
GOOGL,norm_sentiment,3,0.019,0.3814,2123,False
GOOGL,norm_sentiment,5,-0.0076,0.7254,2121,False
GOOGL,norm_sentiment,7,0.01,0.6442,2121,False
GOOGL,sent_roll_3d,1,0.0375,0.0333,3227,True
GOOGL,sent_roll_3d,2,0.0258,0.1426,3227,False
GOOGL,sent_roll_3d,3,0.017,0.3344,3226,False
GOOGL,sent_roll_3d,5,0.0087,0.6206,3223,False
GOOGL,sent_roll_3d,7,0.0445,0.0115,3222,True
GOOGL,sent_roll_5d,1,0.067,0.0,4144,True
GOOGL,sent_roll_5d,2,-0.0062,0.6913,4143,False
GOOGL,sent_roll_5d,3,0.0073,0.6372,4142,False
GOOGL,sent_roll_5d,5,0.0088,0.572,4138,False
GOOGL,sent_roll_5d,7,0.0119,0.4436,4136,False
GOOGL,sent_roll_7d,1,0.0425,0.0059,4189,True
GOOGL,sent_roll_7d,2,-0.0055,0.7234,4188,False
GOOGL,sent_roll_7d,3,0.017,0.2716,4187,False
GOOGL,sent_roll_7d,5,0.0121,0.4324,4182,False
GOOGL,sent_roll_7d,7,0.0042,0.7842,4180,False
GOOGL,sent_momentum,1,0.032,0.0813,2962,False
GOOGL,sent_momentum,2,-0.0101,0.5836,2962,False
GOOGL,sent_momentum,3,0.0135,0.4622,2961,False
GOOGL,sent_momentum,5,-0.0023,0.9012,2958,False
GOOGL,sent_momentum,7,0.034,0.0641,2957,False
GOOGL,volume_surge,1,0.0201,0.1937,4189,False
GOOGL,volume_surge,2,0.0292,0.0587,4188,False
GOOGL,volume_surge,3,-0.0016,0.9151,4187,False
GOOGL,volume_surge,5,0.0016,0.9165,4182,False
GOOGL,volume_surge,7,0.0207,0.1807,4180,False
INTC,norm_sentiment,1,0.0424,0.0696,1833,False
INTC,norm_sentiment,2,-0.0146,0.5328,1833,False
INTC,norm_sentiment,3,0.0242,0.2999,1833,False
INTC,norm_sentiment,5,0.0145,0.5342,1831,False
INTC,norm_sentiment,7,-0.0345,0.1403,1831,False
INTC,sent_roll_3d,1,0.0123,0.5015,3009,False
INTC,sent_roll_3d,2,0.0098,0.5914,3009,False
INTC,sent_roll_3d,3,0.0191,0.2955,3008,False
INTC,sent_roll_3d,5,0.0261,0.1524,3005,False
INTC,sent_roll_3d,7,0.0052,0.777,3004,False
INTC,sent_roll_5d,1,0.0027,0.8625,4003,False
INTC,sent_roll_5d,2,-0.004,0.8003,4002,False
INTC,sent_roll_5d,3,0.0188,0.2339,4001,False
INTC,sent_roll_5d,5,0.0265,0.0933,3997,False
INTC,sent_roll_5d,7,-0.0047,0.7647,3995,False
INTC,sent_roll_7d,1,0.0157,0.3097,4186,False
INTC,sent_roll_7d,2,0.0059,0.7009,4185,False
INTC,sent_roll_7d,3,0.0063,0.6831,4184,False
INTC,sent_roll_7d,5,0.0224,0.1483,4179,False
INTC,sent_roll_7d,7,-0.0054,0.7292,4177,False
INTC,sent_momentum,1,-0.0069,0.7238,2625,False
INTC,sent_momentum,2,-0.0173,0.3753,2625,False
INTC,sent_momentum,3,-0.0052,0.7889,2624,False
INTC,sent_momentum,5,0.0187,0.3378,2621,False
INTC,sent_momentum,7,-0.0093,0.6332,2620,False
INTC,volume_surge,1,0.016,0.3011,4189,False
INTC,volume_surge,2,0.007,0.649,4188,False
INTC,volume_surge,3,-0.0285,0.0648,4187,False
INTC,volume_surge,5,0.0193,0.2112,4182,False
INTC,volume_surge,7,0.0103,0.506,4180,False
MDB,norm_sentiment,1,-0.0005,0.9946,225,False
MDB,norm_sentiment,2,-0.0416,0.4018,409,False
MDB,norm_sentiment,3,-0.0813,0.1005,409,False
MDB,norm_sentiment,5,0.0059,0.9053,409,False
MDB,norm_sentiment,7,0.0492,0.3212,409,False
MDB,sent_roll_3d,1,-0.09,0.0272,603,True
MDB,sent_roll_3d,2,-0.039,0.209,1037,False
MDB,sent_roll_3d,3,-0.0417,0.1795,1037,False
MDB,sent_roll_3d,5,-0.0036,0.9076,1037,False
MDB,sent_roll_3d,7,0.0829,0.0076,1036,True
MDB,sent_roll_5d,1,-0.0716,0.0261,965,True
MDB,sent_roll_5d,2,-0.0271,0.2779,1608,False
MDB,sent_roll_5d,3,-0.0526,0.0351,1608,True
MDB,sent_roll_5d,5,0.0419,0.0933,1607,False
MDB,sent_roll_5d,7,0.0562,0.0244,1605,True
MDB,sent_roll_7d,1,-0.0619,0.0261,1293,True
MDB,sent_roll_7d,2,-0.0227,0.3,2082,False
MDB,sent_roll_7d,3,-0.0341,0.12,2082,False
MDB,sent_roll_7d,5,0.0396,0.0712,2079,False
MDB,sent_roll_7d,7,0.0525,0.0167,2077,True
MDB,sent_momentum,1,-0.1149,0.1205,184,False
MDB,sent_momentum,2,-0.1231,0.0134,403,True
MDB,sent_momentum,3,-0.0854,0.0868,403,False
MDB,sent_momentum,5,0.0548,0.2721,403,False
MDB,sent_momentum,7,0.0439,0.3795,403,False
MDB,volume_surge,1,-0.0013,0.9402,3171,False
MDB,volume_surge,2,0.0156,0.3115,4188,False
MDB,volume_surge,3,-0.0184,0.2351,4187,False
MDB,volume_surge,5,0.0438,0.0046,4182,True
MDB,volume_surge,7,-0.0099,0.5227,4180,False
META,norm_sentiment,1,0.0318,0.1456,2095,False
META,norm_sentiment,2,0.0069,0.7524,2095,False
META,norm_sentiment,3,0.0229,0.2946,2095,False
META,norm_sentiment,5,-0.012,0.5842,2093,False
META,norm_sentiment,7,0.032,0.1431,2093,False
META,sent_roll_3d,1,0.0271,0.1248,3206,False
META,sent_roll_3d,2,0.0181,0.3047,3206,False
META,sent_roll_3d,3,0.0175,0.3216,3205,False
META,sent_roll_3d,5,0.0019,0.9127,3202,False
META,sent_roll_3d,7,0.0298,0.0917,3201,False
META,sent_roll_5d,1,0.0316,0.0424,4137,True
META,sent_roll_5d,2,0.0258,0.097,4136,False
META,sent_roll_5d,3,0.0114,0.4639,4135,False
META,sent_roll_5d,5,0.0152,0.328,4131,False
META,sent_roll_5d,7,0.0363,0.0195,4129,True
META,sent_roll_7d,1,0.0223,0.1482,4189,False
META,sent_roll_7d,2,0.018,0.2434,4188,False
META,sent_roll_7d,3,0.0155,0.3149,4187,False
META,sent_roll_7d,5,0.0283,0.0674,4182,False
META,sent_roll_7d,7,0.0314,0.0423,4180,True
META,sent_momentum,1,0.0141,0.4469,2932,False
META,sent_momentum,2,0.0049,0.7899,2932,False
META,sent_momentum,3,-0.011,0.55,2931,False
META,sent_momentum,5,-0.0209,0.2576,2928,False
META,sent_momentum,7,-0.0029,0.8759,2927,False
META,volume_surge,1,0.0267,0.0841,4189,False
META,volume_surge,2,0.0143,0.3557,4188,False
META,volume_surge,3,-0.0003,0.9845,4187,False
META,volume_surge,5,0.0116,0.4514,4182,False
META,volume_surge,7,0.0197,0.2034,4180,False
MSFT,norm_sentiment,1,0.0333,0.1274,2102,False
MSFT,norm_sentiment,2,0.0582,0.0076,2102,True
MSFT,norm_sentiment,3,-0.0128,0.5577,2102,False
MSFT,norm_sentiment,5,0.0222,0.3094,2100,False
MSFT,norm_sentiment,7,-0.0171,0.4329,2100,False
MSFT,sent_roll_3d,1,0.028,0.1125,3211,False
MSFT,sent_roll_3d,2,0.0289,0.1012,3211,False
MSFT,sent_roll_3d,3,-0.0209,0.2363,3210,False
MSFT,sent_roll_3d,5,0.0113,0.5215,3207,False
MSFT,sent_roll_3d,7,0.0083,0.639,3206,False
MSFT,sent_roll_5d,1,0.0175,0.2606,4147,False
MSFT,sent_roll_5d,2,0.022,0.1563,4146,False
MSFT,sent_roll_5d,3,-0.0001,0.9968,4145,False
MSFT,sent_roll_5d,5,0.0025,0.8699,4141,False
MSFT,sent_roll_5d,7,-0.0052,0.7394,4139,False
MSFT,sent_roll_7d,1,0.0147,0.343,4189,False
MSFT,sent_roll_7d,2,0.0169,0.273,4188,False
MSFT,sent_roll_7d,3,-0.0065,0.673,4187,False
MSFT,sent_roll_7d,5,0.0105,0.4954,4182,False
MSFT,sent_roll_7d,7,0.0125,0.4177,4180,False
MSFT,sent_momentum,1,0.031,0.0925,2939,False
MSFT,sent_momentum,2,0.0009,0.9593,2939,False
MSFT,sent_momentum,3,-0.0148,0.4215,2938,False
MSFT,sent_momentum,5,0.0039,0.8323,2935,False
MSFT,sent_momentum,7,0.0165,0.3727,2934,False
MSFT,volume_surge,1,0.0307,0.0468,4189,True
MSFT,volume_surge,2,0.0166,0.2825,4188,False
MSFT,volume_surge,3,-0.0357,0.0211,4187,True
MSFT,volume_surge,5,0.0029,0.8521,4182,False
MSFT,volume_surge,7,0.0146,0.346,4180,False
NFLX,norm_sentiment,1,-0.0173,0.6073,882,False
NFLX,norm_sentiment,2,-0.0059,0.8613,882,False
NFLX,norm_sentiment,3,-0.0071,0.8333,882,False
NFLX,norm_sentiment,5,0.0239,0.4782,881,False
NFLX,norm_sentiment,7,0.0507,0.1327,881,False
NFLX,sent_roll_3d,1,-0.0185,0.412,1960,False
NFLX,sent_roll_3d,2,0.0068,0.7647,1960,False
NFLX,sent_roll_3d,3,0.0187,0.408,1959,False
NFLX,sent_roll_3d,5,0.0281,0.2133,1957,False
NFLX,sent_roll_3d,7,0.026,0.2497,1957,False
NFLX,sent_roll_5d,1,-0.0135,0.4691,2867,False
NFLX,sent_roll_5d,2,0.001,0.9553,2866,False
NFLX,sent_roll_5d,3,0.0095,0.6111,2865,False
NFLX,sent_roll_5d,5,0.0182,0.3291,2863,False
NFLX,sent_roll_5d,7,0.0278,0.1363,2863,False
NFLX,sent_roll_7d,1,-0.0063,0.711,3457,False
NFLX,sent_roll_7d,2,0.0033,0.846,3456,False
NFLX,sent_roll_7d,3,0.0227,0.1815,3455,False
NFLX,sent_roll_7d,5,0.016,0.3474,3453,False
NFLX,sent_roll_7d,7,0.0173,0.3104,3453,False
NFLX,sent_momentum,1,-0.0345,0.2336,1193,False
NFLX,sent_momentum,2,0.0053,0.8554,1193,False
NFLX,sent_momentum,3,0.0103,0.7222,1193,False
NFLX,sent_momentum,5,0.0304,0.2935,1193,False
NFLX,sent_momentum,7,0.0159,0.5823,1193,False
NFLX,volume_surge,1,-0.0172,0.265,4189,False
NFLX,volume_surge,2,0.0225,0.1456,4188,False
NFLX,volume_surge,3,-0.009,0.56,4187,False
NFLX,volume_surge,5,-0.0139,0.3698,4182,False
NFLX,volume_surge,7,0.0128,0.4087,4180,False
NOW,norm_sentiment,1,0.0305,0.1792,1947,False
NOW,norm_sentiment,2,0.0153,0.4995,1947,False
NOW,norm_sentiment,3,-0.008,0.7232,1947,False
NOW,norm_sentiment,5,-0.0004,0.9876,1945,False
NOW,norm_sentiment,7,0.0352,0.1208,1945,False
NOW,sent_roll_3d,1,0.0161,0.3697,3100,False
NOW,sent_roll_3d,2,0.0169,0.3471,3100,False
NOW,sent_roll_3d,3,0.0173,0.3369,3099,False
NOW,sent_roll_3d,5,0.0133,0.4597,3096,False
NOW,sent_roll_3d,7,0.0113,0.5298,3095,False
NOW,sent_roll_5d,1,0.0365,0.0198,4085,True
NOW,sent_roll_5d,2,0.0108,0.4918,4084,False
NOW,sent_roll_5d,3,0.0131,0.4024,4083,False
NOW,sent_roll_5d,5,0.0092,0.5575,4079,False
NOW,sent_roll_5d,7,0.0052,0.7382,4077,False
NOW,sent_roll_7d,1,0.0286,0.0641,4189,False
NOW,sent_roll_7d,2,0.0181,0.2405,4188,False
NOW,sent_roll_7d,3,0.02,0.1953,4187,False
NOW,sent_roll_7d,5,0.0165,0.2866,4182,False
NOW,sent_roll_7d,7,0.0026,0.8686,4180,False
NOW,sent_momentum,1,0.0149,0.4335,2771,False
NOW,sent_momentum,2,0.0146,0.4438,2771,False
NOW,sent_momentum,3,0.0103,0.5894,2770,False
NOW,sent_momentum,5,0.0027,0.8866,2767,False
NOW,sent_momentum,7,0.0249,0.1905,2766,False
NOW,volume_surge,1,0.0254,0.1002,4189,False
NOW,volume_surge,2,-0.0025,0.8728,4188,False
NOW,volume_surge,3,-0.0193,0.2119,4187,False
NOW,volume_surge,5,0.0052,0.7388,4182,False
NOW,volume_surge,7,0.0034,0.8269,4180,False
NVDA,norm_sentiment,1,-0.0291,0.28,1382,False
NVDA,norm_sentiment,2,0.0597,0.0264,1382,True
NVDA,norm_sentiment,3,0.0493,0.0672,1382,False
NVDA,norm_sentiment,5,-0.0291,0.2803,1380,False
NVDA,norm_sentiment,7,-0.0194,0.4715,1380,False
NVDA,sent_roll_3d,1,-0.0038,0.8473,2598,False
NVDA,sent_roll_3d,2,0.0591,0.0026,2598,True
NVDA,sent_roll_3d,3,0.0217,0.2689,2597,False
NVDA,sent_roll_3d,5,-0.0373,0.0576,2594,False
NVDA,sent_roll_3d,7,-0.0093,0.6344,2593,False
NVDA,sent_roll_5d,1,0.0188,0.2579,3624,False
NVDA,sent_roll_5d,2,0.0365,0.028,3623,True
NVDA,sent_roll_5d,3,0.0042,0.7993,3622,False
NVDA,sent_roll_5d,5,-0.0154,0.3538,3618,False
NVDA,sent_roll_5d,7,-0.0302,0.0693,3616,False
NVDA,sent_roll_7d,1,0.0166,0.2946,4010,False
NVDA,sent_roll_7d,2,0.0085,0.5909,4009,False
NVDA,sent_roll_7d,3,0.0022,0.891,4008,False
NVDA,sent_roll_7d,5,-0.0216,0.1718,4003,False
NVDA,sent_roll_7d,7,-0.0135,0.3942,4001,False
NVDA,sent_momentum,1,-0.0278,0.2134,2011,False
NVDA,sent_momentum,2,0.0447,0.0449,2011,True
NVDA,sent_momentum,3,0.0297,0.1836,2010,False
NVDA,sent_momentum,5,-0.0116,0.6042,2007,False
NVDA,sent_momentum,7,-0.013,0.5609,2006,False
NVDA,volume_surge,1,0.0062,0.6891,4189,False
NVDA,volume_surge,2,-0.007,0.6527,4188,False
NVDA,volume_surge,3,-0.0124,0.4212,4187,False
NVDA,volume_surge,5,0.0237,0.126,4182,False
NVDA,volume_surge,7,0.002,0.8961,4180,False
NVO,norm_sentiment,1,0.0488,0.568,139,False
NVO,norm_sentiment,2,-0.1001,0.2412,139,False
NVO,norm_sentiment,3,-0.1111,0.1928,139,False
NVO,norm_sentiment,5,-0.135,0.1132,139,False
NVO,norm_sentiment,7,0.1146,0.1826,137,False
NVO,sent_roll_3d,1,0.0157,0.769,354,False
NVO,sent_roll_3d,2,-0.1137,0.0324,354,True
NVO,sent_roll_3d,3,-0.1729,0.0011,354,True
NVO,sent_roll_3d,5,-0.0707,0.1856,352,False
NVO,sent_roll_3d,7,0.0671,0.2105,350,False
NVO,sent_roll_5d,1,-0.0452,0.2887,554,False
NVO,sent_roll_5d,2,-0.1097,0.0098,553,True
NVO,sent_roll_5d,3,-0.1135,0.0076,552,True
NVO,sent_roll_5d,5,-0.0036,0.9331,550,False
NVO,sent_roll_5d,7,0.0508,0.2358,547,False
NVO,sent_roll_7d,1,-0.0553,0.1366,727,False
NVO,sent_roll_7d,2,-0.0807,0.0297,726,True
NVO,sent_roll_7d,3,-0.0838,0.024,725,True
NVO,sent_roll_7d,5,-0.0032,0.9314,723,False
NVO,sent_roll_7d,7,0.0501,0.1797,718,False
NVO,sent_momentum,1,0.0082,0.9318,112,False
NVO,sent_momentum,2,-0.1102,0.2474,112,False
NVO,sent_momentum,3,-0.2779,0.003,112,True
