form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-24,0001104659-26-077071,tm2618522d1_8k.htm,191033,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000110465926077071/0001104659-26-077071-index.htm
10-Q,2026-04-29,0000804328-26-000061,qcom-20260329.htm,6041932,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000061/0000804328-26-000061-index.htm
8-K,2026-04-29,0000804328-26-000060,qcom-20260429.htm,501540,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000060/0000804328-26-000060-index.htm
8-K,2026-03-19,0000804328-26-000041,qcom-20260317.htm,172558,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000041/0000804328-26-000041-index.htm
10-Q,2026-02-04,0000804328-26-000017,qcom-20251228.htm,5112153,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000017/0000804328-26-000017-index.htm
8-K,2026-02-04,0000804328-26-000016,qcom-20260204.htm,465763,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000016/0000804328-26-000016-index.htm
8-K,2026-01-16,0000804328-26-000008,qcom-20260113.htm,137186,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432826000008/0000804328-26-000008-index.htm
8-K,2025-12-16,0000804328-25-000098,qcom-20251210.htm,137172,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000098/0000804328-25-000098-index.htm
8-K,2025-12-10,0000804328-25-000096,qcom-20251209.htm,424376,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000096/0000804328-25-000096-index.htm
10-K,2025-11-05,0000804328-25-000085,qcom-20250928.htm,11040228,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/0000804328-25-000085-index.htm
8-K,2025-11-05,0000804328-25-000084,qcom-20251105.htm,628518,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000084/0000804328-25-000084-index.htm
8-K,2025-09-02,0000804328-25-000054,qcom-20250902.htm,139847,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000054/0000804328-25-000054-index.htm
8-K,2025-08-25,0000804328-25-000049,qcom-20250825.htm,141256,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000049/0000804328-25-000049-index.htm
10-Q,2025-07-30,0000804328-25-000045,qcom-20250629.htm,5435046,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000045/0000804328-25-000045-index.htm
8-K,2025-07-30,0000804328-25-000044,qcom-20250730.htm,511671,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000044/0000804328-25-000044-index.htm
8-K,2025-06-09,0001104659-25-057814,tm2517479d1_8k.htm,196852,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000110465925057814/0001104659-25-057814-index.htm
8-K,2025-05-22,0001104659-25-051981,tm2515698d1_8k.htm,755484,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000110465925051981/0001104659-25-051981-index.htm
8-K,2025-05-13,0000804328-25-000034,qcom-20250512.htm,148010,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000034/0000804328-25-000034-index.htm
10-Q,2025-04-30,0000804328-25-000031,qcom-20250330.htm,5592368,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000031/0000804328-25-000031-index.htm
8-K,2025-04-30,0000804328-25-000029,qcom-20250430.htm,520661,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000029/0000804328-25-000029-index.htm
8-K,2025-03-20,0000804328-25-000018,qcom-20250318.htm,175451,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000018/0000804328-25-000018-index.htm
10-Q,2025-02-05,0000804328-25-000011,qcom-20241229.htm,4779980,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000011/0000804328-25-000011-index.htm
8-K,2025-02-05,0000804328-25-000010,qcom-20250205.htm,494792,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432825000010/0000804328-25-000010-index.htm
8-K,2024-12-12,0000804328-24-000079,qcom-20241210.htm,147005,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000079/0000804328-24-000079-index.htm
10-K,2024-11-06,0000804328-24-000075,qcom-20240929.htm,11012594,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000075/0000804328-24-000075-index.htm
8-K,2024-11-06,0000804328-24-000074,qcom-20241106.htm,657853,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000074/0000804328-24-000074-index.htm
8-K,2024-10-09,0000804328-24-000064,qcom-20241008.htm,148371,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000064/0000804328-24-000064-index.htm
8-K,2024-08-09,0000804328-24-000061,qcom-20240808.htm,1517898,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000061/0000804328-24-000061-index.htm
10-Q,2024-07-31,0000804328-24-000056,qcom-20240623.htm,5301799,QCOM,804328,https://www.sec.gov/Archives/edgar/data/804328/000080432824000056/0000804328-24-000056-index.htm
