ticker,date,title,url,domain,language,tone,source
PYPL,2019-06-30,Lightning bolt underwater,http://www.spacedaily.com/reports/Lightning_bolt_underwater_999.html,spacedaily.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Verified Paypal That Can Receive Money In Nigeria - Investment,https://www.nairaland.com/5274356/verified-paypal-receive-money-nigeria,nairaland.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Une migrante subsaharienne tuée dans un accident en Tunisie,http://www.infosplusgabon.com/index.php/actualites/submenu-1/20209-2019-06-30-19-52-03,infosplusgabon.com,French,0.0,gdelt_gkg
PYPL,2019-06-30,Awards celebrate the explosive growth in Irish technology,https://www.businesspost.ie/focus-on/awards-celebrate-explosive-growth-irish-technology-447084,businesspost.ie,English,0.0,gdelt_gkg
PYPL,2019-06-30,Funky Taurus Media - Music Photo Agency & Products,https://www.funkytaurusmedia.com/shop_content.php?coID=3&XTCsid=n9jfahfe4u5f1m344ht56up6b0,funkytaurusmedia.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Funky Taurus Media - Music Photo Agency & Products,https://www.funkytaurusmedia.com/shop_content.php?coID=2&XTCsid=n9jfahfe4u5f1m344ht56up6b0,funkytaurusmedia.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,"New Savingstar offers : Barilla sauce , Advil , Preparation H , Nexium :: WRAL . com",https://www.wral.com/new-savingstar-offers-barilla-sauce-advil-preparation-h-nexium/18483339/,wral.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,The Future Of Online Insecurity,https://www.forbes.com/sites/julianvigo/2019/06/30/the-future-of-online-insecurity/,forbes.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,"Today Local Deals : Farmer Creekside Inn , Chap , Bourbon & Burger , and more",https://www.thebatavian.com/howard-b-owens/todays-local-deals-farmers-creekside-inn-chaps-bourbon-burger-and-more/537957,thebatavian.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Sommernotprogramm für Obdachlose - Housing First in Hamburg,https://www.politikexpress.de/sommernotprogramm-fur-obdachlose-housing-first-in-hamburg-1733349.html,politikexpress.de,German,0.0,gdelt_gkg
PYPL,2019-06-30,"Libra , la criptodivisa de Facebook , una nueva amenaza para la banca",https://www.invertia.com/es/noticias/actualidad/20190630/libra-la-criptodivisa-de-facebook-tiene-potencial-para-amenazar-el-negocio-bancario-segun-moodys-y-sp-282707,invertia.com,Spanish,0.0,gdelt_gkg
PYPL,2019-06-30,Is Libra The West Response To China Payments Empire ? ,https://www.zerohedge.com/news/2019-06-30/libra-wests-response-chinas-payments-empire,zerohedge.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Steelers Depot - Steelers News Blog,https://steelersdepot.com/page/2077/,steelersdepot.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,How Facebook Libra stacks up against Bitcoin and Paypal - The Wall Street Journal,https://www.biznews.com/premium/2019/06/30/facebook-libra-bitcoin-paypal,biznews.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Nipping Libra in the Bud,https://mondaynote.com/nipping-libra-in-the-bud-595cea72c6a4,mondaynote.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Особенности интернет - магазина одежды 6pm,https://www.ostro.org/company_news/571365/,ostro.org,Russian,0.0,gdelt_gkg
PYPL,2019-06-30,New Era Field turf available for Bills fans,http://fingerlakes1.com/2019/06/30/new-era-field-turf-available-for-bills-fans/,fingerlakes1.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Comments on  Tucson woman dies following I - 19 shooting Saturday in Green Valley  ,http://www.tucsonsentinel.com/local/comments/063019_gv_shooting_death/,tucsonsentinel.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,5 Ways Tech Could Keep Us Living Longer : Health Innovations The Rich Are Investing In,https://www.forbes.com/sites/leebelltech/2019/06/30/5-ways-tech-could-keep-us-living-longer-health-innovations-the-rich-are-investing-in/,forbes.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Warner Bros tiene por primera vez a una mujer como CEO | Economía | Empresas,https://gestion.pe/economia/empresas/warner-bros-primera-vez-mujer-ceo-271793,gestion.pe,Spanish,0.0,gdelt_gkg
PYPL,2019-06-30,Facebook digital currency may flourish where banks dont,http://westchester.news12.com/story/40721620/facebooks-digital-currency-may-flourish-where-banks-dont,westchester.news12.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,WiPay ready to take Jamaica e - commerce market by storm,https://www.jamaicaobserver.com/news/wipay-ready-to-take-jamaica-s-e-commerce-market-by-storm_168734,jamaicaobserver.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Facebook coin toss,https://www.bangkokpost.com/business/1704788/facebooks-coin-toss,bangkokpost.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Funky Taurus Media - Music Photo Agency & Products,https://www.funkytaurusmedia.com/shop_content.php?coID=2&XTCsid=gsdnh00b4n17r9dmpspeo480d3,funkytaurusmedia.com,German,0.0,gdelt_gkg
PYPL,2019-06-30,"App aims to encourage more giving at church , prompt  cashles to donate",https://cruxnow.com/church-in-the-usa/2019/06/30/app-aims-to-encourage-more-giving-at-church-prompt-cashless-to-donate/,cruxnow.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,Квалификация потребовала уточнений,https://www.kommersant.ru/doc/4017235,kommersant.ru,Russian,0.0,gdelt_gkg
PYPL,2019-06-30,"Uzmanlara Göre Apple ile Giriş Yap Özelliği , Güvenlik Sorunları Doğuracak",https://www.haberler.com/uzmanlara-gore-apple-ile-giris-yap-ozelligi-12197561-haberi/,haberler.com,Turkish,0.0,gdelt_gkg
PYPL,2019-06-30,"Apple ile Giriş Yap Özelliği , Güvenlik Sorunları Doğurabilir",https://www.webtekno.com/apple-ile-giris-yap-guvenli-mi-h71545.html,webtekno.com,Turkish,0.0,gdelt_gkg
PYPL,2019-06-30,Iran air defence missiles must be taken seriously : experts,http://www.spacedaily.com/reports/Iran_air_defence_missiles_must_be_taken_seriously_experts_999.html,spacedaily.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,"Rocket Lab successfully launches seventh Electron mission , deploys seven satellites to orbit",http://www.spacedaily.com/reports/Rocket_Lab_successfully_launches_seventh_Electron_mission_deploys_seven_satellites_to_orbit_999.html,spacedaily.com,English,0.0,gdelt_gkg
PYPL,2019-06-30,When CubeSats meet asteroid,http://www.spacedaily.com/reports/When_CubeSats_meet_asteroid_999.html,spacedaily.com,English,0.0,gdelt_gkg
