form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-23,0001660134-26-000054,okta-20260618.htm,305837,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000054/0001660134-26-000054-index.htm
10-Q,2026-05-29,0001660134-26-000051,okta-20260430.htm,4817652,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000051/0001660134-26-000051-index.htm
8-K,2026-05-28,0001660134-26-000050,okta-20260528.htm,407488,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000050/0001660134-26-000050-index.htm
8-K,2026-04-22,0001193125-26-170498,d118360d8k.htm,138617,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000119312526170498/0001193125-26-170498-index.htm
8-K,2026-03-23,0001660134-26-000029,okta-20260319.htm,139584,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000029/0001660134-26-000029-index.htm
8-K,2026-03-11,0001660134-26-000024,okta-20260305.htm,139390,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000024/0001660134-26-000024-index.htm
10-K,2026-03-05,0001660134-26-000020,okta-20260131.htm,10659157,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000020/0001660134-26-000020-index.htm
8-K,2026-03-04,0001660134-26-000016,okta-20260304.htm,497589,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000016/0001660134-26-000016-index.htm
8-K,2026-01-05,0001660134-26-000003,okta-20260105.htm,153442,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013426000003/0001660134-26-000003-index.htm
8-K,2025-12-19,0001660134-25-000173,okta-20251215.htm,160524,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000173/0001660134-25-000173-index.htm
10-Q,2025-12-03,0001660134-25-000171,okta-20251031.htm,5623603,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000171/0001660134-25-000171-index.htm
8-K,2025-12-02,0001660134-25-000170,okta-20251202.htm,481841,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000170/0001660134-25-000170-index.htm
10-Q,2025-08-27,0001660134-25-000157,okta-20250731.htm,5740653,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000157/0001660134-25-000157-index.htm
8-K,2025-08-26,0001660134-25-000156,okta-20250826.htm,1156238,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000156/0001660134-25-000156-index.htm
8-K,2025-08-14,0001660134-25-000138,okta-20250811.htm,158182,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000138/0001660134-25-000138-index.htm
8-K,2025-06-25,0001660134-25-000119,okta-20250620.htm,159168,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000119/0001660134-25-000119-index.htm
10-Q,2025-05-28,0001660134-25-000093,okta-20250430.htm,5095098,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000093/0001660134-25-000093-index.htm
8-K,2025-05-27,0001660134-25-000091,okta-20250527.htm,408389,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000091/0001660134-25-000091-index.htm
10-K,2025-03-05,0001660134-25-000049,okta-20250131.htm,10292643,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000049/0001660134-25-000049-index.htm
8-K,2025-03-03,0001660134-25-000043,okta-20250303.htm,503757,OKTA,0001660134,https://www.sec.gov/Archives/edgar/data/1660134/000166013425000043/0001660134-25-000043-index.htm
