form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-11,0001193125-26-267578,d57679d8k.htm,528809,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526267578/0001193125-26-267578-index.htm
8-K,2026-06-05,0001193125-26-259830,d36818d8k.htm,2252045,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526259830/0001193125-26-259830-index.htm
8-K,2026-06-05,0001652044-26-000059,goog-20260602.htm,411629,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000059/0001652044-26-000059-index.htm
8-K,2026-06-04,0001193125-26-257724,d83560d8k.htm,663609,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526257724/0001193125-26-257724-index.htm
8-K,2026-05-21,0001193125-26-234488,d144566d8k.htm,862390,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526234488/0001193125-26-234488-index.htm
8-K,2026-05-11,0001193125-26-216986,d109021d8k.htm,1281660,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526216986/0001193125-26-216986-index.htm
10-Q,2026-04-30,0001652044-26-000048,goog-20260331.htm,12460815,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/0001652044-26-000048-index.htm
8-K,2026-04-29,0001652044-26-000043,goog-20260429.htm,682750,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000043/0001652044-26-000043-index.htm
8-K,2026-04-10,0001652044-26-000034,goog-20260407.htm,353124,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000034/0001652044-26-000034-index.htm
8-K,2026-04-02,0001652044-26-000031,goog-20260330.htm,343931,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000031/0001652044-26-000031-index.htm
8-K,2026-03-06,0001652044-26-000026,goog-20260304.htm,314898,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000026/0001652044-26-000026-index.htm
8-K,2026-02-13,0001193125-26-051423,d946885d8k.htm,1164536,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312526051423/0001193125-26-051423-index.htm
10-K,2026-02-05,0001652044-26-000018,goog-20251231.htm,15653193,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/0001652044-26-000018-index.htm
8-K,2026-02-04,0001652044-26-000012,goog-20260204.htm,752694,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000012/0001652044-26-000012-index.htm
8-K,2025-11-06,0001193125-25-269979,d56115d8k.htm,1308321,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312525269979/0001193125-25-269979-index.htm
10-Q,2025-10-30,0001652044-25-000091,goog-20250930.htm,12793055,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/0001652044-25-000091-index.htm
8-K,2025-10-29,0001652044-25-000087,goog-20251029.htm,622894,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000087/0001652044-25-000087-index.htm
8-K,2025-09-05,0001652044-25-000074,goog-20250905.htm,223293,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000074/0001652044-25-000074-index.htm
8-K,2025-09-03,0001652044-25-000067,goog-20250902.htm,223224,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000067/0001652044-25-000067-index.htm
10-Q,2025-07-24,0001652044-25-000062,goog-20250630.htm,12784340,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/0001652044-25-000062-index.htm
8-K,2025-07-23,0001652044-25-000056,goog-20250723.htm,601740,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000056/0001652044-25-000056-index.htm
8-K,2025-07-18,0001193125-25-161225,d21412d8k.htm,312457,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312525161225/0001193125-25-161225-index.htm
8-K,2025-06-12,0001193125-25-139948,d949049d8k.htm,270362,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312525139948/0001193125-25-139948-index.htm
8-K,2025-05-06,0001193125-25-113864,d859422d8k.htm,691945,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312525113864/0001193125-25-113864-index.htm
8-K,2025-05-01,0001193125-25-110020,d884388d8k.htm,499317,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312525110020/0001193125-25-110020-index.htm
10-Q,2025-04-25,0001652044-25-000043,goog-20250331.htm,10668012,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000043/0001652044-25-000043-index.htm
8-K,2025-04-24,0001652044-25-000040,goog-20250423.htm,532215,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000040/0001652044-25-000040-index.htm
8-K,2025-04-18,0001652044-25-000033,goog-20250417.htm,186497,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000033/0001652044-25-000033-index.htm
8-K,2025-03-18,0001652044-25-000027,goog-20250318.htm,1975492,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000027/0001652044-25-000027-index.htm
10-K,2025-02-05,0001652044-25-000014,goog-20241231.htm,14773739,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/0001652044-25-000014-index.htm
8-K,2025-02-04,0001652044-25-000010,goog-20250204.htm,625364,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000010/0001652044-25-000010-index.htm
10-Q,2024-10-30,0001652044-24-000118,goog-20240930.htm,11294901,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.htm
8-K,2024-10-29,0001652044-24-000115,goog-20241029.htm,557733,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000115/0001652044-24-000115-index.htm
8-K,2024-10-17,0001193125-24-238769,d627891d8k.htm,177488,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312524238769/0001193125-24-238769-index.htm
8-K,2024-09-24,0001652044-24-000097,goog-20240924.htm,198361,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000097/0001652044-24-000097-index.htm
8-K,2024-08-06,0001652044-24-000085,goog-20240805.htm,186221,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000085/0001652044-24-000085-index.htm
10-Q,2024-07-24,0001652044-24-000079,goog-20240630.htm,11217414,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.htm
8-K,2024-07-23,0001652044-24-000076,goog-20240723.htm,553896,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000076/0001652044-24-000076-index.htm
8-K,2024-06-26,0001193125-24-168745,d809715d8k.htm,188961,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312524168745/0001193125-24-168745-index.htm
8-K,2024-06-13,0001193125-24-160721,d805807d8k.htm,224486,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312524160721/0001193125-24-160721-index.htm
8-K,2024-06-07,0001193125-24-157498,d787017d8k.htm,203021,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312524157498/0001193125-24-157498-index.htm
8-K,2024-06-05,0001193125-24-154725,d837191d8k.htm,189325,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312524154725/0001193125-24-154725-index.htm
10-Q,2024-04-26,0001652044-24-000053,goog-20240331.htm,9730858,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.htm
8-K,2024-04-25,0001652044-24-000047,goog-20240425.htm,552277,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000047/0001652044-24-000047-index.htm
8-K,2024-02-08,0001652044-24-000032,goog-20240208.htm,204494,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000032/0001652044-24-000032-index.htm
10-K,2024-01-31,0001652044-24-000022,goog-20231231.htm,13927595,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/0001652044-24-000022-index.htm
8-K,2024-01-30,0001652044-24-000014,goog-20240130.htm,640070,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000014/0001652044-24-000014-index.htm
10-Q,2023-10-25,0001652044-23-000094,goog-20230930.htm,11654886,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000094/0001652044-23-000094-index.htm
8-K,2023-10-24,0001652044-23-000088,goog-20231018.htm,565205,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000088/0001652044-23-000088-index.htm
10-Q,2023-07-26,0001652044-23-000070,goog-20230630.htm,11897524,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000070/0001652044-23-000070-index.htm
8-K,2023-07-25,0001652044-23-000067,goog-20230720.htm,572598,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000067/0001652044-23-000067-index.htm
8-K,2023-06-08,0001193125-23-163590,d442583d8k.htm,354222,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312523163590/0001193125-23-163590-index.htm
10-Q,2023-04-26,0001652044-23-000045,goog-20230331.htm,10731987,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000045/0001652044-23-000045-index.htm
8-K,2023-04-25,0001652044-23-000041,goog-20230425.htm,610047,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000041/0001652044-23-000041-index.htm
8-K,2023-04-21,0001193125-23-110657,d490635d8k.htm,181458,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000119312523110657/0001193125-23-110657-index.htm
8-K,2023-04-20,0001652044-23-000034,goog-20230420.htm,289498,GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000034/0001652044-23-000034-index.htm
