form,date,accession,document,size_bytes,ticker,cik,edgar_url
10-Q,2026-05-29,0001628280-26-039150,mdb-20260430.htm,7940595,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828026039150/0001628280-26-039150-index.htm
8-K,2026-05-28,0001628280-26-038798,mdb-20260528.htm,539070,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828026038798/0001628280-26-038798-index.htm
10-K,2026-03-11,0001628280-26-016799,mdb-20260131.htm,32751880,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828026016799/0001628280-26-016799-index.htm
8-K,2026-03-02,0001628280-26-013199,mdb-20260302.htm,12109261,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828026013199/0001628280-26-013199-index.htm
10-Q,2025-12-02,0001628280-25-054768,mdb-20251031.htm,13186838,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828025054768/0001628280-25-054768-index.htm
8-K,2025-12-01,0001628280-25-054425,mdb-20251201.htm,609038,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828025054425/0001628280-25-054425-index.htm
8-K,2025-11-03,0001628280-25-047941,mdb-20251029.htm,1477355,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000162828025047941/0001628280-25-047941-index.htm
8-K,2025-09-17,0001441816-25-000197,mdb-20250917.htm,12136323,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000197/0001441816-25-000197-index.htm
10-Q,2025-08-27,0001441816-25-000181,mdb-20250731.htm,7646048,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000181/0001441816-25-000181-index.htm
8-K,2025-08-26,0001441816-25-000176,mdb-20250826.htm,609406,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000176/0001441816-25-000176-index.htm
8-K,2025-07-03,0001441816-25-000151,mdb-20250630.htm,167308,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000151/0001441816-25-000151-index.htm
8-K,2025-06-04,0001441816-25-000116,mdb-20250604.htm,485120,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000116/0001441816-25-000116-index.htm
10-Q,2025-06-04,0001441816-25-000118,mdb-20250430.htm,7127370,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000118/0001441816-25-000118-index.htm
8-K,2025-04-28,0001441816-25-000089,mdb-20250428.htm,184351,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000089/0001441816-25-000089-index.htm
8-K,2025-04-21,0001441816-25-000085,mdb-20250421.htm,160317,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000085/0001441816-25-000085-index.htm
10-K,2025-03-21,0001441816-25-000057,mdb-20250131.htm,11531338,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000057/0001441816-25-000057-index.htm
8-K,2025-03-05,0001441816-25-000046,mdb-20250305.htm,597413,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000046/0001441816-25-000046-index.htm
8-K,2025-02-24,0001441816-25-000040,mdb-20250224.htm,176682,MDB,0001441816,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000040/0001441816-25-000040-index.htm
