form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-05,0001193125-26-258667,d26760d8k.htm,178599,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526258667/0001193125-26-258667-index.htm
8-K,2026-05-14,0001193125-26-224155,d125909d8k.htm,189742,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526224155/0001193125-26-224155-index.htm
10-Q,2026-04-29,0001193125-26-191507,msft-20260331.htm,31304294,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/0001193125-26-191507-index.htm
8-K,2026-04-29,0001193125-26-191457,msft-20260429.htm,1080617,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526191457/0001193125-26-191457-index.htm
10-Q,2026-01-28,0001193125-26-027207,msft-20251231.htm,30063042,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/0001193125-26-027207-index.htm
8-K,2026-01-28,0001193125-26-027198,msft-20260128.htm,1150725,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312526027198/0001193125-26-027198-index.htm
8-K,2025-12-08,0001193125-25-311196,d34077d8k.htm,250724,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312525311196/0001193125-25-311196-index.htm
10-Q,2025-10-29,0001193125-25-256321,msft-20250930.htm,24565853,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312525256321/0001193125-25-256321-index.htm
8-K,2025-10-29,0001193125-25-256310,msft-20251028.htm,9296275,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312525256310/0001193125-25-256310-index.htm
8-K,2025-09-30,0001193125-25-225125,d863209d8k.htm,180117,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312525225125/0001193125-25-225125-index.htm
10-K,2025-07-30,0000950170-25-100235,msft-20250630.htm,34889671,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/0000950170-25-100235-index.htm
8-K,2025-07-30,0000950170-25-100226,msft-20250730.htm,1066300,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000095017025100226/0000950170-25-100226-index.htm
8-K,2025-07-01,0001193125-25-154103,d84624d8k.htm,322767,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000119312525154103/0001193125-25-154103-index.htm
8-K,2025-04-30,0000950170-25-061032,msft-20250430.htm,1035953,MSFT,789019,https://www.sec.gov/Archives/edgar/data/789019/000095017025061032/0000950170-25-061032-index.htm
