form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-05-26,0001506293-26-000074,pins-20260521.htm,175072,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000074/0001506293-26-000074-index.htm
8-K,2026-05-04,0001506293-26-000066,pins-20260430.htm,501593,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000066/0001506293-26-000066-index.htm
10-Q,2026-05-04,0001506293-26-000068,pins-20260331.htm,7893310,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000068/0001506293-26-000068-index.htm
8-K,2026-03-05,0001193125-26-092744,d107385d8k.htm,911860,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000119312526092744/0001193125-26-092744-index.htm
8-K,2026-03-03,0001193125-26-086731,d22903d8k.htm,1715000,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000119312526086731/0001193125-26-086731-index.htm
8-K,2026-02-18,0001506293-26-000026,pins-20260217.htm,146532,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000026/0001506293-26-000026-index.htm
10-K,2026-02-12,0001506293-26-000021,pins-20251231.htm,10710945,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000021/0001506293-26-000021-index.htm
8-K,2026-02-12,0001506293-26-000019,pins-20260212.htm,617253,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000019/0001506293-26-000019-index.htm
8-K,2026-02-09,0001506293-26-000012,pins-20260209.htm,151199,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000012/0001506293-26-000012-index.htm
8-K,2026-01-27,0001506293-26-000009,pins-20260122.htm,142030,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000009/0001506293-26-000009-index.htm
8-K,2026-01-20,0001506293-26-000005,pins-20260120.htm,137030,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629326000005/0001506293-26-000005-index.htm
8-K,2025-11-04,0001506293-25-000228,pins-20251104.htm,514812,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000228/0001506293-25-000228-index.htm
10-Q,2025-11-04,0001506293-25-000229,pins-20250930.htm,7439279,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000229/0001506293-25-000229-index.htm
8-K,2025-09-19,0001506293-25-000218,pins-20250916.htm,152068,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000218/0001506293-25-000218-index.htm
10-Q,2025-08-07,0001506293-25-000196,pins-20250630.htm,6672788,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000196/0001506293-25-000196-index.htm
8-K,2025-08-07,0001506293-25-000195,pins-20250807.htm,514383,PINS,0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000195/0001506293-25-000195-index.htm
