form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-05,0001065280-26-000189,nflx-20260604.htm,179432,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000189/0001065280-26-000189-index.htm
8-K,2026-04-23,0001065280-26-000139,nflx-20260422.htm,136690,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000139/0001065280-26-000139-index.htm
10-Q,2026-04-17,0001065280-26-000138,nflx-20260331.htm,8012575,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000138/0001065280-26-000138-index.htm
8-K,2026-04-16,0001065280-26-000137,nflx-20260410.htm,651899,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000137/0001065280-26-000137-index.htm
8-K,2026-02-27,0001193125-26-082247,d120618d8k.htm,138452,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000119312526082247/0001193125-26-082247-index.htm
10-K,2026-01-23,0001065280-26-000034,nflx-20251231.htm,13533020,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000034/0001065280-26-000034-index.htm
8-K,2026-01-20,0001065280-26-000033,nflx-20260120.htm,902486,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000033/0001065280-26-000033-index.htm
8-K,2026-01-20,0001193125-26-015951,d37713d8k.htm,2486440,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000119312526015951/0001193125-26-015951-index.htm
8-K,2025-12-22,0001193125-25-327462,d82688d8k.htm,1725237,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000119312525327462/0001193125-25-327462-index.htm
8-K,2025-12-05,0001193125-25-308651,d65144d8k.htm,1230308,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000119312525308651/0001193125-25-308651-index.htm
8-K,2025-11-14,0001065280-25-000450,nflx-20251114.htm,158352,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528025000450/0001065280-25-000450-index.htm
8-K,2025-11-04,0001065280-25-000408,nflx-20251030.htm,427036,NFLX,1065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528025000408/0001065280-25-000408-index.htm
