form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-30,0001045810-26-000056,nvda-20260624.htm,178639,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000056/0001045810-26-000056-index.htm
8-K,2026-06-18,0001193125-26-275783,d48176d8k.htm,1038210,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000119312526275783/0001193125-26-275783-index.htm
10-Q,2026-05-20,0001045810-26-000052,nvda-20260426.htm,7515560,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000052/0001045810-26-000052-index.htm
8-K,2026-05-20,0001045810-26-000051,nvda-20260520.htm,637530,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000051/0001045810-26-000051-index.htm
8-K,2026-05-08,0001045810-26-000028,nvda-20260507.htm,135276,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000028/0001045810-26-000028-index.htm
8-K,2026-04-27,0001045810-26-000026,nvda-20260424.htm,137916,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000026/0001045810-26-000026-index.htm
8-K,2026-03-06,0001045810-26-000024,nvda-20260302.htm,165811,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000024/0001045810-26-000024-index.htm
10-K,2026-02-25,0001045810-26-000021,nvda-20260125.htm,11461765,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm
8-K,2026-02-25,0001045810-26-000019,nvda-20260225.htm,859465,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000019/0001045810-26-000019-index.htm
8-K,2026-01-23,0001045810-26-000003,nvda-20260120.htm,133891,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000003/0001045810-26-000003-index.htm
8-K,2025-11-19,0001045810-25-000228,nvda-20251119.htm,794045,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000228/0001045810-25-000228-index.htm
10-Q,2025-11-19,0001045810-25-000230,nvda-20251026.htm,8026373,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000230/0001045810-25-000230-index.htm
10-Q,2025-08-27,0001045810-25-000209,nvda-20250727.htm,8122261,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000209/0001045810-25-000209-index.htm
8-K,2025-08-27,0001045810-25-000207,nvda-20250827.htm,824018,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000207/0001045810-25-000207-index.htm
8-K,2025-08-05,0001045810-25-000197,nvda-20250731.htm,137611,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000197/0001045810-25-000197-index.htm
8-K,2025-07-01,0001045810-25-000179,nvda-20250625.htm,191561,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000179/0001045810-25-000179-index.htm
10-Q,2025-05-28,0001045810-25-000116,nvda-20250427.htm,7485599,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000116/0001045810-25-000116-index.htm
8-K,2025-05-28,0001045810-25-000115,nvda-20250528.htm,697695,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000115/0001045810-25-000115-index.htm
8-K,2025-04-15,0001045810-25-000082,nvda-20250409.htm,148862,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000082/0001045810-25-000082-index.htm
8-K,2025-03-07,0001045810-25-000039,nvda-20250303.htm,177827,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000039/0001045810-25-000039-index.htm
8-K,2025-02-26,0001045810-25-000021,nvda-20250226.htm,820017,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000021/0001045810-25-000021-index.htm
10-K,2025-02-26,0001045810-25-000023,nvda-20250126.htm,12325809,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/0001045810-25-000023-index.htm
8-K,2025-01-17,0001045810-25-000007,nvda-20250113.htm,151282,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000007/0001045810-25-000007-index.htm
10-Q,2024-11-20,0001045810-24-000316,nvda-20241027.htm,8552577,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000316/0001045810-24-000316-index.htm
8-K,2024-11-20,0001045810-24-000315,nvda-20241120.htm,772369,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000315/0001045810-24-000315-index.htm
8-K,2024-11-07,0001045810-24-000300,nvda-20241107.htm,144098,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000300/0001045810-24-000300-index.htm
10-Q,2024-08-28,0001045810-24-000264,nvda-20240728.htm,8873332,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000264/0001045810-24-000264-index.htm
8-K,2024-08-28,0001045810-24-000262,nvda-20240828.htm,780117,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000262/0001045810-24-000262-index.htm
8-K,2024-07-02,0001045810-24-000206,nvda-20240626.htm,189828,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000206/0001045810-24-000206-index.htm
8-K,2024-06-07,0001045810-24-000144,nvda-20240607.htm,166014,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000144/0001045810-24-000144-index.htm
10-Q,2024-05-29,0001045810-24-000124,nvda-20240428.htm,8507284,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000124/0001045810-24-000124-index.htm
8-K,2024-05-22,0001045810-24-000113,nvda-20240522.htm,664599,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000113/0001045810-24-000113-index.htm
8-K,2024-03-14,0001045810-24-000069,nvda-20240308.htm,464212,NVDA,1045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000069/0001045810-24-000069-index.htm
