form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-06-12,0001104659-26-073562,tm2613616d5_8k.htm,1054406,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926073562/0001104659-26-073562-index.htm
8-K,2026-06-10,0001104659-26-072140,tm2613616d4_8k.htm,1025222,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926072140/0001104659-26-072140-index.htm
8-K,2026-05-22,0001104659-26-065717,tm2614288d1_8k.htm,319842,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926065717/0001104659-26-065717-index.htm
10-Q,2026-04-30,0001018724-26-000014,amzn-20260331.htm,8488684,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/0001018724-26-000014-index.htm
8-K,2026-04-29,0001018724-26-000012,amzn-20260429.htm,1021531,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000012/0001018724-26-000012-index.htm
8-K,2026-04-14,0001104659-26-042880,tm2611746d1_8k.htm,346135,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926042880/0001104659-26-042880-index.htm
8-K,2026-04-09,0001104659-26-041034,tm263815d2_8k.htm,487362,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926041034/0001104659-26-041034-index.htm
8-K,2026-03-16,0001104659-26-028556,tm266670d9_8k.htm,1413948,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926028556/0001104659-26-028556-index.htm
8-K,2026-03-13,0001104659-26-027729,tm266670d8_8k.htm,1423162,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926027729/0001104659-26-027729-index.htm
8-K,2026-02-27,0001104659-26-021050,tm267374d1_8k.htm,349624,AMZN,1018724,https://www.sec.gov/Archives/edgar/data/1018724/000110465926021050/0001104659-26-021050-index.htm
