form,date,accession,document,size_bytes,ticker,cik,edgar_url
8-K,2026-07-01,0000002488-26-000115,amd-20260626.htm,171327,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000115/0000002488-26-000115-index.htm
8-K,2026-05-15,0001193125-26-226746,d118163d8k.htm,1045762,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000119312526226746/0001193125-26-226746-index.htm
10-Q,2026-05-06,0000002488-26-000076,amd-20260328.htm,7746282,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/0000002488-26-000076-index.htm
8-K,2026-05-05,0000002488-26-000072,amd-20260505.htm,3920462,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000072/0000002488-26-000072-index.htm
8-K,2026-02-24,0000002488-26-000045,amd-20260223.htm,420065,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000045/0000002488-26-000045-index.htm
8-K,2026-02-17,0000002488-26-000029,amd-20260210.htm,174603,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000029/0000002488-26-000029-index.htm
10-K,2026-02-04,0000002488-26-000018,amd-20251227.htm,14078338,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm
8-K,2026-02-03,0000002488-26-000014,amd-20260203.htm,5222276,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000014/0000002488-26-000014-index.htm
8-K,2026-01-20,0000002488-26-000002,amd-20260116.htm,199185,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248826000002/0000002488-26-000002-index.htm
8-K,2025-12-15,0000002488-25-000182,amd-20251212.htm,200672,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000182/0000002488-25-000182-index.htm
10-Q,2025-11-05,0000002488-25-000166,amd-20250927.htm,8449469,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000166/0000002488-25-000166-index.htm
8-K,2025-11-04,0000002488-25-000163,amd-20251104.htm,4348950,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000163/0000002488-25-000163-index.htm
8-K,2025-10-27,0001193125-25-250803,d917887d8k.htm,166159,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000119312525250803/0001193125-25-250803-index.htm
8-K,2025-10-06,0001193125-25-230895,d28189d8k.htm,359942,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000119312525230895/0001193125-25-230895-index.htm
8-K,2025-08-25,0000002488-25-000147,amd-20250822.htm,151262,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000147/0000002488-25-000147-index.htm
10-Q,2025-08-06,0000002488-25-000108,amd-20250628.htm,8622279,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000108/0000002488-25-000108-index.htm
8-K,2025-08-05,0000002488-25-000106,amd-20250805.htm,4637310,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000106/0000002488-25-000106-index.htm
8-K,2025-07-02,0000002488-25-000099,amd-20250627.htm,174239,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000099/0000002488-25-000099-index.htm
8-K,2025-05-19,0001193125-25-122121,d831221d8k.htm,950265,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000119312525122121/0001193125-25-122121-index.htm
8-K,2025-05-16,0000002488-25-000064,amd-20250514.htm,229768,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000064/0000002488-25-000064-index.htm
10-Q,2025-05-07,0000002488-25-000047,amd-20250329.htm,7676152,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000047/0000002488-25-000047-index.htm
8-K,2025-05-06,0000002488-25-000045,amd-20250506.htm,4302175,AMD,2488,https://www.sec.gov/Archives/edgar/data/2488/000000248825000045/0000002488-25-000045-index.htm
